Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1.0,0.0,1.0,0.0,1.0,0.0,1.0,27,264,1,3,1,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,495,3,3,3,41,76.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,28,1723,4,4,4,44,25.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,35,432,3,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2901,4,4,3,2,5.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,1703,5,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,31,2402,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2626,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,696,5,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,1547,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,406,5,5,3,0,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,3179,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,622,5,5,4,36,41.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,2517,3,3,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,44,152,2,2,5,0,3.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,50,528,4,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,56,3611,5,5,5,16,7.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,19,1123,4,5,4,0,9.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,337,1,1,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,22,1733,2,5,2,28,14.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,37,463,1,2,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,39,646,5,3,5,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,67,106,3,1,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,197,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,58,1874,5,5,5,18,10.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,408,4,3,4,0,8.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,40,1076,1,5,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,56,2404,5,5,5,18,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,1689,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,23,270,4,5,4,65,60.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,1099,3,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1973,2,2,4,43,40.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,404,5,5,4,3,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,371,4,4,4,9,3.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,66,2227,5,5,5,62,53.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,3150,3,3,4,21,14.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,29,328,4,3,4,0,6.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,49,2446,1,4,4,136,129.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,60,813,5,5,1,15,3.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,52,2704,4,5,4,24,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,68,2449,1,2,1,0,18.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,60,2107,4,4,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,33,610,2,3,2,31,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,29,829,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,64,3992,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1776,3,3,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,79,1643,3,3,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,23,3463,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,493,4,4,3,47,42.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57,399,2,4,2,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,2960,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,50,1564,4,4,4,13,15.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,28,2745,5,4,5,5,3.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,47,2184,4,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,448,5,5,4,28,28.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,36,145,4,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,32,1205,3,3,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,58,354,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,61,3114,3,3,4,66,67.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,51,751,4,4,1,4,7.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,1751,2,2,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,67,838,2,5,2,0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,54,1979,5,5,4,4,11.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,60,3617,4,4,2,20,36.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,47,1276,1,3,1,1,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,64,650,5,2,5,0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,60,1087,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,2740,3,3,3,34,33.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,762,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,17,526,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,337,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,25,200,2,3,2,0,4.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,23,449,2,3,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,50,679,1,4,3,134,132.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,34,954,1,1,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,35,1086,4,4,3,3,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,62,549,3,3,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,42,448,4,4,3,16,14.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,37,270,5,5,4,95,93.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,101,2,2,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,40,157,2,5,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,68,395,3,3,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,1464,4,4,5,47,42.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,22,2689,2,4,2,1,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,26,2586,1,2,1,46,20.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,60,1036,4,4,5,7,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,43,1526,2,2,3,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,13,1165,3,5,3,121,109.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,516,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,41,265,2,2,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,25,606,1,4,1,8,12.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,39,429,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,38,3053,4,4,2,18,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,36,3930,1,1,1,93,72.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,42,1670,4,4,4,5,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,25,1182,4,5,4,18,11.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,58,109,1,1,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,1621,2,2,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,37,448,4,2,4,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,3500,5,3,2,2,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,17,268,3,4,3,0,65.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,69,1045,2,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,14,680,5,4,5,81,108.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,49,239,4,3,3,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,406,3,3,3,16,13.0
